| ROTPOSN | ROTPOSN end | accel age (s) |   bad |                      begin | duration (s) |                        end | nbars |     status | xaccels | yaccels |
| -280.02 |     -280.02 |      4063.683 | False | 2020-11-29 21:38:28.829000 |     4063.657 | 2020-11-29 22:46:12.486000 |     0 |       Idle |    6208 |    4995 |
| -280.02 |     -280.02 |      4067.748 | False | 2020-11-29 22:46:12.486000 |        4.065 | 2020-11-29 22:46:16.551000 |     0 |      Setup |    6208 |    4995 |
| -280.02 |     -280.02 |      4115.482 | False | 2020-11-29 22:46:16.551000 |       47.734 | 2020-11-29 22:47:04.285000 |     0 |       Idle |    6208 |    4995 |
| -280.02 |     -280.02 |         0.025 | False | 2020-11-29 22:47:04.285000 |       170.35 | 2020-11-29 22:49:54.635000 |    10 |     Moving |    6087 |    4142 |
| -280.02 |     -280.06 |       381.334 | False | 2020-11-29 22:49:54.635000 |      381.309 | 2020-11-29 22:56:15.944000 |     0 |       Idle |    6087 |    4142 |
| -280.06 |     -280.06 |        385.14 | False | 2020-11-29 22:56:15.944000 |        3.806 | 2020-11-29 22:56:19.750000 |     0 |      Setup |    6087 |    4142 |
| -280.06 |     -280.06 |       386.217 | False | 2020-11-29 22:56:19.750000 |        1.077 | 2020-11-29 22:56:20.827000 |     0 |       Idle |    6087 |    4142 |
| -280.06 |     -280.06 |         0.026 | False | 2020-11-29 22:56:20.827000 |      169.669 | 2020-11-29 22:59:10.496000 |    10 |     Moving |    6070 |    4034 |
| -280.06 |     -280.06 |         14.27 | False | 2020-11-29 22:59:10.496000 |       14.244 | 2020-11-29 22:59:24.740000 |     0 |       Idle |    6070 |    4034 |
| -280.06 |     -280.06 |         0.021 | False | 2020-11-29 22:59:24.740000 |        7.563 | 2020-11-29 22:59:32.303000 |     0 |     Moving |    6069 |    4029 |
| -280.06 |     -280.06 |        14.259 | False | 2020-11-29 22:59:32.303000 |       14.238 | 2020-11-29 22:59:46.541000 |     0 |       Idle |    6069 |    4029 |
| -280.06 |     -280.06 |         0.024 | False | 2020-11-29 22:59:46.541000 |        7.565 | 2020-11-29 22:59:54.106000 |     0 |     Moving |    6068 |    4025 |
| -280.06 |     -280.06 |      4333.721 | False | 2020-11-29 22:59:54.106000 |     4333.697 | 2020-11-30 00:12:07.803000 |     0 |       Idle |    6068 |    4025 |
| -280.06 |     -280.06 |      4358.206 | False | 2020-11-30 00:12:07.803000 |       24.485 | 2020-11-30 00:12:32.288000 |     0 |      Setup |    6068 |    4025 |
| -280.06 |     -270.95 |      4407.524 | False | 2020-11-30 00:12:32.288000 |       49.318 | 2020-11-30 00:13:21.606000 |     0 |       Idle |    6068 |    4025 |
| -270.95 |     -270.01 |         0.077 | False | 2020-11-30 00:13:21.606000 |      388.111 | 2020-11-30 00:19:49.717000 |    92 |     Moving |    6155 |    2903 |
| -270.01 |        -8.0 |        248.42 | False | 2020-11-30 00:19:49.717000 |      248.343 | 2020-11-30 00:23:58.060000 |     0 |       Idle |    6155 |    2903 |
|    -8.0 |        -8.0 |       528.753 |  True | 2020-11-30 00:23:58.060000 |      280.333 | 2020-11-30 00:28:38.393000 |     0 |      Setup |    6155 |    2903 |
|    -8.0 |        -8.0 |        532.97 |  True | 2020-11-30 00:28:38.393000 |        4.217 | 2020-11-30 00:28:42.610000 |     0 |      Setup |    6155 |    2903 |
|    -8.0 |       -9.67 |       555.961 |  True | 2020-11-30 00:28:42.610000 |       22.991 | 2020-11-30 00:29:05.601000 |     0 |       Idle |    6155 |    2903 |
|   -9.67 |        -8.0 |         0.025 |  True | 2020-11-30 00:29:05.601000 |       90.077 | 2020-11-30 00:30:35.678000 |    12 |     Moving |    3242 |    3891 |
|    -8.0 |        -8.0 |       515.829 |  True | 2020-11-30 00:30:35.678000 |      515.804 | 2020-11-30 00:39:11.482000 |     0 |       Idle |    3242 |    3891 |
|    -8.0 |        -8.0 |       519.806 |  True | 2020-11-30 00:39:11.482000 |        3.977 | 2020-11-30 00:39:15.459000 |     0 |      Setup |    3242 |    3891 |
|    -8.0 |        -8.0 |        555.23 |  True | 2020-11-30 00:39:15.459000 |       35.424 | 2020-11-30 00:39:50.883000 |     0 |       Idle |    3242 |    3891 |
|    -8.0 |        -8.0 |         0.026 |  True | 2020-11-30 00:39:50.883000 |      124.073 | 2020-11-30 00:41:54.956000 |    10 |     Moving |    3132 |    3910 |
|    -8.0 |        -8.0 |      3715.881 |  True | 2020-11-30 00:41:54.956000 |     3715.855 | 2020-11-30 01:43:50.811000 |     0 |       Idle |    3132 |    3910 |
|    -8.0 |        -8.0 |      3720.144 |  True | 2020-11-30 01:43:50.811000 |        4.263 | 2020-11-30 01:43:55.074000 |     0 |      Setup |    3132 |    3910 |
|    -8.0 |       -7.99 |      3738.688 |  True | 2020-11-30 01:43:55.074000 |       18.544 | 2020-11-30 01:44:13.618000 |     0 |       Idle |    3132 |    3910 |
|   -7.99 |     -145.89 |         0.026 |  True | 2020-11-30 01:44:13.618000 |      131.407 | 2020-11-30 01:46:25.025000 |    14 |     Moving |    3187 |    4220 |
| -145.89 |     -145.88 |        28.648 | False | 2020-11-30 01:46:25.025000 |       28.622 | 2020-11-30 01:46:53.647000 |     0 |       Idle |    3187 |    4220 |
| -145.88 |     -145.87 |        52.782 | False | 2020-11-30 01:46:53.647000 |       24.134 | 2020-11-30 01:47:17.781000 |     0 |      Setup |    3187 |    4220 |
| -145.87 |     -145.85 |        99.486 | False | 2020-11-30 01:47:17.781000 |       46.704 | 2020-11-30 01:48:04.485000 |     0 |       Idle |    3187 |    4220 |
| -145.85 |     -145.68 |         0.069 | False | 2020-11-30 01:48:04.485000 |       399.88 | 2020-11-30 01:54:44.365000 |    92 |     Moving |    3261 |    4246 |
| -145.68 |     -145.67 |        27.704 | False | 2020-11-30 01:54:44.365000 |       27.635 |        2020-11-30 01:55:12 |     0 |       Idle |    3261 |    4246 |
| -145.67 |     -145.66 |        33.886 | False |        2020-11-30 01:55:12 |        6.182 | 2020-11-30 01:55:18.182000 |     0 |      Setup |    3261 |    4246 |
| -145.66 |     -145.66 |        43.753 | False | 2020-11-30 01:55:18.182000 |        9.867 | 2020-11-30 01:55:28.049000 |     0 |       Idle |    3261 |    4246 |
| -145.66 |      -145.6 |         0.026 | False | 2020-11-30 01:55:28.049000 |      114.669 | 2020-11-30 01:57:22.718000 |    19 |     Moving |    3284 |    4254 |
|  -145.6 |       -75.0 |       685.176 | False | 2020-11-30 01:57:22.718000 |       685.15 | 2020-11-30 02:08:47.868000 |     0 |       Idle |    3284 |    4254 |
|   -75.0 |       -75.0 |       692.962 | False | 2020-11-30 02:08:47.868000 |        7.786 | 2020-11-30 02:08:55.654000 |     0 |      Setup |    3284 |    4254 |
|   -75.0 |       -66.0 |       773.221 | False | 2020-11-30 02:08:55.654000 |       80.259 | 2020-11-30 02:10:15.913000 |     0 |       Idle |    3284 |    4254 |
|   -66.0 |       -66.0 |         0.028 | False | 2020-11-30 02:10:15.913000 |      114.517 | 2020-11-30 02:12:10.430000 |    19 |     Moving |    4686 |    3361 |
|   -66.0 |       -66.0 |        24.999 | False | 2020-11-30 02:12:10.430000 |       24.971 | 2020-11-30 02:12:35.401000 |     0 |       Idle |    4686 |    3361 |
|   -66.0 |       -66.0 |       231.577 | False | 2020-11-30 02:12:35.401000 |      206.578 | 2020-11-30 02:16:01.979000 |     0 |      Setup |    4686 |    3361 |
|   -66.0 |       -66.0 |       235.499 | False | 2020-11-30 02:16:01.979000 |        3.922 | 2020-11-30 02:16:05.901000 |     0 |      Setup |    4686 |    3361 |
|   -66.0 |      -65.97 |       263.003 | False | 2020-11-30 02:16:05.901000 |       27.504 | 2020-11-30 02:16:33.405000 |     0 |       Idle |    4686 |    3361 |
|  -65.97 |      -79.49 |         0.025 | False | 2020-11-30 02:16:33.405000 |       76.915 | 2020-11-30 02:17:50.320000 |    10 |     Moving |    4507 |    2570 |
|  -79.49 |      -65.95 |       353.452 | False | 2020-11-30 02:17:50.320000 |      353.427 | 2020-11-30 02:23:43.747000 |     0 |       Idle |    4507 |    2570 |
|  -65.95 |      -65.95 |       357.398 | False | 2020-11-30 02:23:43.747000 |        3.946 | 2020-11-30 02:23:47.693000 |     0 |      Setup |    4507 |    2570 |
|  -65.95 |      -65.95 |       392.811 | False | 2020-11-30 02:23:47.693000 |       35.413 | 2020-11-30 02:24:23.106000 |     0 |       Idle |    4507 |    2570 |
|  -65.95 |      -65.95 |         0.026 | False | 2020-11-30 02:24:23.106000 |      118.556 | 2020-11-30 02:26:21.662000 |    10 |     Moving |    5039 |    2593 |
|  -65.95 |      -65.95 |      9073.614 | False | 2020-11-30 02:26:21.662000 |     9073.588 | 2020-11-30 04:57:35.250000 |     0 |       Idle |    5039 |    2593 |
|  -65.95 |      -65.95 |      9096.357 | False | 2020-11-30 04:57:35.250000 |       22.743 | 2020-11-30 04:57:57.993000 |     0 |      Setup |    5039 |    2593 |
|  -65.95 |      -65.43 |       9183.98 | False | 2020-11-30 04:57:57.993000 |       87.623 | 2020-11-30 04:59:25.616000 |     0 |       Idle |    5039 |    2593 |
|  -65.43 |      -130.0 |          0.07 | False | 2020-11-30 04:59:25.616000 |      371.305 | 2020-11-30 05:05:36.921000 |    92 |     Moving |    3961 |    5068 |
|  -130.0 |     -129.93 |       222.742 | False | 2020-11-30 05:05:36.921000 |      222.672 | 2020-11-30 05:09:19.593000 |     0 |       Idle |    3961 |    5068 |
| -129.93 |     -129.93 |       227.051 | False | 2020-11-30 05:09:19.593000 |        4.309 | 2020-11-30 05:09:23.902000 |     0 |      Setup |    3961 |    5068 |
| -129.93 |     -129.93 |       243.001 | False | 2020-11-30 05:09:23.902000 |        15.95 | 2020-11-30 05:09:39.852000 |     0 |       Idle |    3961 |    5068 |
| -129.93 |     -129.93 |         0.027 | False | 2020-11-30 05:09:39.852000 |      126.563 | 2020-11-30 05:11:46.415000 |    10 |     Moving |    4006 |    5124 |
| -129.93 |       -90.0 |     35215.999 | False | 2020-11-30 05:11:46.415000 |    35215.972 | 2020-11-30 14:58:42.387000 |     0 |       Idle |    4006 |    5124 |
|   -90.0 |       -90.0 |     35238.426 | False | 2020-11-30 14:58:42.387000 |       22.427 | 2020-11-30 14:59:04.814000 |     0 |      Setup |    4006 |    5124 |
|   -90.0 |       -90.0 |     35275.665 | False | 2020-11-30 14:59:04.814000 |       37.239 | 2020-11-30 14:59:42.053000 |     0 |       Idle |    4006 |    5124 |
|   -90.0 |       -90.0 |         0.068 | False | 2020-11-30 14:59:42.053000 |       344.19 | 2020-11-30 15:05:26.243000 |    92 |     Moving |    2857 |    4824 |
|   -90.0 |       -90.0 |       269.709 | False | 2020-11-30 15:05:26.243000 |      269.641 | 2020-11-30 15:09:55.884000 |     0 |       Idle |    2857 |    4824 |
|   -90.0 |       -90.0 |       292.483 | False | 2020-11-30 15:09:55.884000 |       22.774 | 2020-11-30 15:10:18.658000 |     0 |      Setup |    2857 |    4824 |
|   -90.0 |       -90.0 |       315.981 | False | 2020-11-30 15:10:18.658000 |       23.498 | 2020-11-30 15:10:42.156000 |     0 |       Idle |    2857 |    4824 |
|   -90.0 |       -90.0 |       629.488 | False | 2020-11-30 15:10:42.156000 |      313.507 | 2020-11-30 15:15:55.663000 |    92 |     Moving |    2857 |    4823 |
|   -90.0 |       -90.0 |      1486.404 | False | 2020-11-30 15:15:55.663000 |      856.916 | 2020-11-30 15:30:12.579000 |     0 |       Idle |    2857 |    4823 |
|   -90.0 |       -90.0 |      1508.415 | False | 2020-11-30 15:30:12.579000 |       22.011 | 2020-11-30 15:30:34.590000 |     0 |      Setup |    2857 |    4823 |
|   -90.0 |       -90.0 |      1510.593 | False | 2020-11-30 15:30:34.590000 |        2.178 | 2020-11-30 15:30:36.768000 |     0 |       Idle |    2857 |    4823 |
|   -90.0 |       -90.0 |         0.078 | False | 2020-11-30 15:30:36.768000 |      355.552 | 2020-11-30 15:36:32.320000 |    92 |     Moving |    2856 |    4823 |
|   -90.0 |       -90.0 |       792.545 | False | 2020-11-30 15:36:32.320000 |      792.467 | 2020-11-30 15:49:44.787000 |     0 |       Idle |    2856 |    4823 |
|   -90.0 |       -90.0 |       815.369 | False | 2020-11-30 15:49:44.787000 |       22.824 | 2020-11-30 15:50:07.611000 |     0 |      Setup |    2856 |    4823 |
|   -90.0 |       -90.0 |       816.744 | False | 2020-11-30 15:50:07.611000 |        1.375 | 2020-11-30 15:50:08.986000 |     0 |       Idle |    2856 |    4823 |
|   -90.0 |       -90.0 |      1176.938 | False | 2020-11-30 15:50:08.986000 |      360.194 | 2020-11-30 15:56:09.180000 |    92 |     Moving |    2856 |    4824 |
|   -90.0 |       -90.0 |      1971.889 | False | 2020-11-30 15:56:09.180000 |      794.951 | 2020-11-30 16:09:24.131000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |      1993.949 | False | 2020-11-30 16:09:24.131000 |        22.06 | 2020-11-30 16:09:46.191000 |     0 |      Setup |    2856 |    4824 |
|   -90.0 |       -90.0 |      1996.029 | False | 2020-11-30 16:09:46.191000 |         2.08 | 2020-11-30 16:09:48.271000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |      2350.088 | False | 2020-11-30 16:09:48.271000 |      354.059 | 2020-11-30 16:15:42.330000 |    92 |     Moving |    2856 |    4824 |
|   -90.0 |       -90.0 |      3141.691 | False | 2020-11-30 16:15:42.330000 |      791.603 | 2020-11-30 16:28:53.933000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |      3163.481 | False | 2020-11-30 16:28:53.933000 |        21.79 | 2020-11-30 16:29:15.723000 |     0 |      Setup |    2856 |    4824 |
|   -90.0 |       -90.0 |      3164.856 | False | 2020-11-30 16:29:15.723000 |        1.375 | 2020-11-30 16:29:17.098000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |      3485.526 | False | 2020-11-30 16:29:17.098000 |       320.67 | 2020-11-30 16:34:37.768000 |    90 |     Moving |    2856 |    4823 |
|   -90.0 |       -90.0 |      4274.553 | False | 2020-11-30 16:34:37.768000 |      789.027 | 2020-11-30 16:47:46.795000 |     0 |       Idle |    2856 |    4823 |
|   -90.0 |       -90.0 |      4297.329 | False | 2020-11-30 16:47:46.795000 |       22.776 | 2020-11-30 16:48:09.571000 |     0 |      Setup |    2856 |    4823 |
|   -90.0 |       -90.0 |      4298.807 | False | 2020-11-30 16:48:09.571000 |        1.478 | 2020-11-30 16:48:11.049000 |     0 |       Idle |    2856 |    4823 |
|   -90.0 |       -90.0 |      4312.882 | False | 2020-11-30 16:48:11.049000 |       14.075 | 2020-11-30 16:48:25.124000 |    92 |     Moving |    2856 |    4823 |
|   -90.0 |       -90.0 |       403.113 | False | 2020-11-30 16:48:25.124000 |      404.013 | 2020-11-30 16:55:09.137000 |     0 |      Error |    2936 |    4905 |
|   -90.0 |       -90.0 |       404.006 | False | 2020-11-30 16:55:09.137000 |        0.893 | 2020-11-30 16:55:10.030000 |     0 |  PowerDown |    2936 |    4905 |
|   -90.0 |       -90.0 |       103.407 | False | 2020-11-30 16:55:10.030000 |      218.084 | 2020-11-30 16:58:48.114000 |     0 |      Error |    2857 |    4825 |
|   -90.0 |       -90.0 |       333.861 | False | 2020-11-30 16:58:48.114000 |      415.676 | 2020-11-30 17:05:43.790000 |     0 |  PowerDown |    2857 |    4825 |
|   -90.0 |       -90.0 |        20.237 | False | 2020-11-30 17:05:43.790000 |     3927.812 | 2020-11-30 18:11:11.602000 |     0 | Initialize |    3090 |    4823 |
|   -90.0 |      -225.2 |       183.041 | False | 2020-11-30 18:11:11.602000 |      162.804 | 2020-11-30 18:13:54.406000 |     0 |       Idle |    3090 |    4823 |
|  -225.2 |     -258.86 |       205.651 | False | 2020-11-30 18:13:54.406000 |        22.61 | 2020-11-30 18:14:17.016000 |     0 |      Setup |    3090 |    4823 |
| -258.86 |      -280.0 |       227.731 | False | 2020-11-30 18:14:17.016000 |        22.08 | 2020-11-30 18:14:39.096000 |     0 |       Idle |    3090 |    4823 |
|  -280.0 |      -280.0 |         0.078 | False | 2020-11-30 18:14:39.096000 |      355.848 | 2020-11-30 18:20:34.944000 |    92 |     Moving |    6307 |    6021 |
|  -280.0 |      -280.0 |        26.314 | False | 2020-11-30 18:20:34.944000 |       26.236 | 2020-11-30 18:21:01.180000 |     0 |       Idle |    6307 |    6021 |
|  -280.0 |      -280.0 |        33.787 | False | 2020-11-30 18:21:01.180000 |        7.473 | 2020-11-30 18:21:08.653000 |     0 |      Setup |    6307 |    6021 |
|  -280.0 |      -280.0 |        49.718 | False | 2020-11-30 18:21:08.653000 |       15.931 | 2020-11-30 18:21:24.584000 |     0 |       Idle |    6307 |    6021 |
|  -280.0 |      -280.0 |         0.026 | False | 2020-11-30 18:21:24.584000 |       82.364 | 2020-11-30 18:22:46.948000 |    16 |     Moving |    6305 |    5996 |
|  -280.0 |      -280.0 |        74.535 | False | 2020-11-30 18:22:46.948000 |       74.509 | 2020-11-30 18:24:01.457000 |     0 |       Idle |    6305 |    5996 |
|  -280.0 |      -280.0 |       331.055 | False | 2020-11-30 18:24:01.457000 |       256.52 | 2020-11-30 18:28:17.977000 |     0 |      Setup |    6305 |    5996 |
|  -280.0 |      -280.0 |       335.192 | False | 2020-11-30 18:28:17.977000 |        4.137 | 2020-11-30 18:28:22.114000 |     0 |      Setup |    6305 |    5996 |
|  -280.0 |      -280.0 |       348.591 | False | 2020-11-30 18:28:22.114000 |       13.399 | 2020-11-30 18:28:35.513000 |     0 |       Idle |    6305 |    5996 |
|  -280.0 |      -280.0 |         0.031 | False | 2020-11-30 18:28:35.513000 |        54.45 | 2020-11-30 18:29:29.963000 |     9 |     Moving |    6299 |    5924 |
|  -280.0 |     -252.61 |       598.495 | False | 2020-11-30 18:29:29.963000 |      598.464 | 2020-11-30 18:39:28.427000 |     0 |       Idle |    6299 |    5924 |
| -252.61 |     -252.59 |       605.632 | False | 2020-11-30 18:39:28.427000 |        7.137 | 2020-11-30 18:39:35.564000 |     0 |      Setup |    6299 |    5924 |
| -252.59 |     -252.56 |       622.361 | False | 2020-11-30 18:39:35.564000 |       16.729 | 2020-11-30 18:39:52.293000 |     0 |       Idle |    6299 |    5924 |
| -252.56 |      -280.0 |         0.026 | False | 2020-11-30 18:39:52.293000 |      184.871 | 2020-11-30 18:42:57.164000 |    24 |     Moving |    6373 |    6837 |
|  -280.0 |      -280.0 |       336.497 | False | 2020-11-30 18:42:57.164000 |      336.471 | 2020-11-30 18:48:33.635000 |     0 |       Idle |    6373 |    6837 |
|  -280.0 |      -280.0 |       340.626 | False | 2020-11-30 18:48:33.635000 |        4.129 | 2020-11-30 18:48:37.764000 |     0 |      Setup |    6373 |    6837 |
|  -280.0 |      -280.0 |       350.641 | False | 2020-11-30 18:48:37.764000 |       10.015 | 2020-11-30 18:48:47.779000 |     0 |       Idle |    6373 |    6837 |
|  -280.0 |      -280.0 |          0.03 | False | 2020-11-30 18:48:47.779000 |      169.977 | 2020-11-30 18:51:37.756000 |    10 |     Moving |    6370 |    6762 |
|  -280.0 |      -280.0 |      8507.432 | False | 2020-11-30 18:51:37.756000 |     8507.402 | 2020-11-30 21:13:25.158000 |     0 |       Idle |    6370 |    6762 |
|  -280.0 |      -280.0 |      8511.562 | False | 2020-11-30 21:13:25.158000 |         4.13 | 2020-11-30 21:13:29.288000 |     0 |      Setup |    6370 |    6762 |
|  -280.0 |      -280.0 |      8558.566 | False | 2020-11-30 21:13:29.288000 |       47.004 | 2020-11-30 21:14:16.292000 |     0 |       Idle |    6370 |    6762 |
|  -280.0 |      -280.0 |         0.026 | False | 2020-11-30 21:14:16.292000 |      168.665 | 2020-11-30 21:17:04.957000 |    10 |     Moving |    6234 |    5204 |
|  -280.0 |     -280.04 |       391.261 | False | 2020-11-30 21:17:04.957000 |      391.235 | 2020-11-30 21:23:36.192000 |     0 |       Idle |    6234 |    5204 |
| -280.04 |     -280.04 |       395.293 | False | 2020-11-30 21:23:36.192000 |        4.032 | 2020-11-30 21:23:40.224000 |     0 |      Setup |    6234 |    5204 |
| -280.04 |     -280.04 |       396.368 | False | 2020-11-30 21:23:40.224000 |        1.075 | 2020-11-30 21:23:41.299000 |     0 |       Idle |    6234 |    5204 |
| -280.04 |     -280.04 |         0.026 | False | 2020-11-30 21:23:41.299000 |       169.97 | 2020-11-30 21:26:31.269000 |    10 |     Moving |    6220 |    5091 |
| -280.04 |     -280.04 |        53.822 | False | 2020-11-30 21:26:31.269000 |       53.796 | 2020-11-30 21:27:25.065000 |     0 |       Idle |    6220 |    5091 |
| -280.04 |     -280.04 |         0.032 | False | 2020-11-30 21:27:25.065000 |        7.312 | 2020-11-30 21:27:32.377000 |     0 |     Moving |    6218 |    5078 |
| -280.04 |     -280.04 |        35.837 | False | 2020-11-30 21:27:32.377000 |       35.805 | 2020-11-30 21:28:08.182000 |     0 |       Idle |    6218 |    5078 |
| -280.04 |     -280.04 |         0.024 | False | 2020-11-30 21:28:08.182000 |        7.399 | 2020-11-30 21:28:15.581000 |     0 |     Moving |    6217 |    5070 |
| -280.04 |     -280.04 |      6976.541 | False | 2020-11-30 21:28:15.581000 |     6976.517 | 2020-11-30 23:24:32.098000 |     0 |       Idle |    6217 |    5070 |
| -280.04 |     -280.04 |      6980.683 | False | 2020-11-30 23:24:32.098000 |        4.142 | 2020-11-30 23:24:36.240000 |     0 |      Setup |    6217 |    5070 |
| -280.04 |     -280.04 |      7029.019 | False | 2020-11-30 23:24:36.240000 |       48.336 | 2020-11-30 23:25:24.576000 |     0 |       Idle |    6217 |    5070 |
| -280.04 |     -280.04 |         0.026 | False | 2020-11-30 23:25:24.576000 |       169.35 | 2020-11-30 23:28:13.926000 |    10 |     Moving |    6008 |    3662 |
| -280.04 |     -280.04 |       165.544 | False | 2020-11-30 23:28:13.926000 |      165.518 | 2020-11-30 23:30:59.444000 |     0 |       Idle |    6008 |    3662 |
| -280.04 |     -280.04 |       169.567 | False | 2020-11-30 23:30:59.444000 |        4.023 | 2020-11-30 23:31:03.467000 |     0 |      Setup |    6008 |    3662 |
| -280.04 |     -280.04 |       170.642 | False | 2020-11-30 23:31:03.467000 |        1.075 | 2020-11-30 23:31:04.542000 |     0 |       Idle |    6008 |    3662 |
| -280.04 |     -280.04 |         0.025 | False | 2020-11-30 23:31:04.542000 |      169.463 | 2020-11-30 23:33:54.005000 |    10 |     Moving |    5996 |    3600 |
| -280.04 |     -280.04 |        14.231 | False | 2020-11-30 23:33:54.005000 |       14.206 | 2020-11-30 23:34:08.211000 |     0 |       Idle |    5996 |    3600 |
| -280.04 |     -280.04 |         0.023 | False | 2020-11-30 23:34:08.211000 |        7.505 | 2020-11-30 23:34:15.716000 |     0 |     Moving |    5997 |    3596 |
| -280.04 |     -280.04 |        14.269 | False | 2020-11-30 23:34:15.716000 |       14.246 | 2020-11-30 23:34:29.962000 |     0 |       Idle |    5997 |    3596 |
| -280.04 |     -280.04 |         0.023 | False | 2020-11-30 23:34:29.962000 |        7.665 | 2020-11-30 23:34:37.627000 |     0 |     Moving |    5995 |    3592 |
| -280.04 |     -289.43 |      2427.848 | False | 2020-11-30 23:34:37.627000 |     2427.825 | 2020-12-01 00:15:05.452000 |     0 |       Idle |    5995 |    3592 |
| -289.43 |      -290.0 |      2449.519 | False | 2020-12-01 00:15:05.452000 |       21.671 | 2020-12-01 00:15:27.123000 |     0 |      Setup |    5995 |    3592 |
|  -290.0 |      -290.0 |      2463.657 | False | 2020-12-01 00:15:27.123000 |       14.138 | 2020-12-01 00:15:41.261000 |     0 |       Idle |    5995 |    3592 |
|  -290.0 |      -290.0 |         0.097 | False | 2020-12-01 00:15:41.261000 |      354.455 | 2020-12-01 00:21:35.716000 |    88 |     Moving |    5571 |    3058 |
|  -290.0 |     -299.97 |       1106.32 | False | 2020-12-01 00:21:35.716000 |     1106.223 | 2020-12-01 00:40:01.939000 |     0 |       Idle |    5571 |    3058 |
| -299.97 |     -299.97 |      1111.471 | False | 2020-12-01 00:40:01.939000 |        5.151 | 2020-12-01 00:40:07.090000 |     0 |      Setup |    5571 |    3058 |
| -299.97 |     -299.97 |      1139.777 | False | 2020-12-01 00:40:07.090000 |       28.306 | 2020-12-01 00:40:35.396000 |     0 |       Idle |    5571 |    3058 |
| -299.97 |     -299.97 |      1264.198 | False | 2020-12-01 00:40:35.396000 |      124.421 | 2020-12-01 00:42:39.817000 |    16 |     Moving |    5571 |    3058 |
| -299.97 |     -299.97 |       156.232 | False | 2020-12-01 00:42:39.817000 |      157.042 | 2020-12-01 00:45:16.859000 |     0 |      Error |    5222 |    3039 |
| -299.97 |     -299.97 |        156.97 | False | 2020-12-01 00:45:16.859000 |        0.738 | 2020-12-01 00:45:17.597000 |     0 |  PowerDown |    5222 |    3039 |
| -299.97 |     -299.97 |       106.567 | False | 2020-12-01 00:45:17.597000 |      214.504 | 2020-12-01 00:48:52.101000 |     0 |      Error |    5118 |    2768 |
| -299.97 |     -299.97 |        486.54 | False | 2020-12-01 00:48:52.101000 |      565.399 | 2020-12-01 00:58:17.500000 |     0 |  PowerDown |    5103 |    2744 |
| -299.97 |     -299.97 |       190.137 | False | 2020-12-01 00:58:17.500000 |       289.21 | 2020-12-01 01:03:06.710000 |     0 |  PowerDown |    5057 |    2670 |
| -299.97 |     -299.97 |         0.322 | False | 2020-12-01 01:03:06.710000 |       35.103 | 2020-12-01 01:03:41.813000 |     0 | Initialize |    5040 |    2643 |
| -299.97 |     -299.97 |        11.357 | False | 2020-12-01 01:03:41.813000 |       11.035 | 2020-12-01 01:03:52.848000 |     0 |       Idle |    5040 |    2643 |
| -299.97 |     -299.97 |         0.423 | False | 2020-12-01 01:03:52.848000 |        68.16 | 2020-12-01 01:05:01.008000 |     0 | Initialize |    5034 |    2634 |
| -299.97 |     -299.97 |        12.519 | False | 2020-12-01 01:05:01.008000 |       12.096 | 2020-12-01 01:05:13.104000 |     0 |       Idle |    5034 |    2634 |
| -299.97 |     -299.97 |         0.333 | False | 2020-12-01 01:05:13.104000 |       66.898 | 2020-12-01 01:06:20.002000 |     0 | Initialize |    5028 |    2625 |
| -299.97 |     -299.97 |         4.528 | False | 2020-12-01 01:06:20.002000 |        4.195 | 2020-12-01 01:06:24.197000 |     0 |       Idle |    5028 |    2625 |
| -299.97 |     -299.97 |         0.433 | False | 2020-12-01 01:06:24.197000 |       38.618 | 2020-12-01 01:07:02.815000 |     0 | Initialize |    5025 |    2620 |
| -299.97 |     -299.97 |        10.506 | False | 2020-12-01 01:07:02.815000 |       10.073 | 2020-12-01 01:07:12.888000 |     0 |       Idle |    5025 |    2620 |
| -299.97 |     -299.97 |         0.324 | False | 2020-12-01 01:07:12.888000 |       67.209 | 2020-12-01 01:08:20.097000 |     0 | Initialize |    5019 |    2612 |
| -299.97 |     -299.97 |        16.575 | False | 2020-12-01 01:08:20.097000 |       16.251 | 2020-12-01 01:08:36.348000 |     0 |       Idle |    5019 |    2612 |
| -299.97 |     -299.97 |         0.323 | False | 2020-12-01 01:08:36.348000 |       38.617 | 2020-12-01 01:09:14.965000 |     0 | Initialize |    5015 |    2604 |
| -299.97 |     -299.97 |        46.125 | False | 2020-12-01 01:09:14.965000 |       45.802 | 2020-12-01 01:10:00.767000 |     0 |       Idle |    5015 |    2604 |
| -299.97 |     -299.97 |         0.332 | False | 2020-12-01 01:10:00.767000 |       37.315 | 2020-12-01 01:10:38.082000 |     0 | Initialize |    5009 |    2595 |
| -299.97 |     -300.98 |        29.954 | False | 2020-12-01 01:10:38.082000 |       29.622 | 2020-12-01 01:11:07.704000 |     0 |       Idle |    5009 |    2595 |
| -300.98 |      -320.0 |         0.424 | False | 2020-12-01 01:11:07.704000 |       50.267 | 2020-12-01 01:11:57.971000 |     0 | Initialize |    4207 |    2704 |
